kpi_id,month_year,department,kpi_name,kpi_value,target_value,unit,trend,benchmark_comparison
KPI01662,2025-08,Surgery,Appointment No-Show Rate,0.468,0.752,score,Stable,Above Industry Average
KPI01663,2025-08,Surgery,Cost Per Patient,0.837,0.701,score,Volatile,At Industry Average
KPI01664,2025-08,Surgery,Revenue Per Patient,0.841,0.842,USD,Volatile,At Industry Average
KPI01665,2025-08,Surgery,Treatment Success Rate,0.755,0.905,minutes,Volatile,Below Industry Average
KPI01666,2025-08,Surgery,Patient Throughput,0.642,0.856,USD,Declining,Above Industry Average
KPI01667,2025-08,Surgery,Overtime Hours,0.802,0.881,USD,Stable,At Industry Average
KPI01668,2025-08,Surgery,Staff Turnover Rate,0.21,0.837,USD,Stable,Below Industry Average
KPI01669,2025-08,Counseling,Average Wait Time,0.802,0.841,rate,Declining,At Industry Average
KPI01670,2025-08,Counseling,Patient Satisfaction Score,0.728,0.937,count,Improving,Below Industry Average
KPI01671,2025-08,Counseling,Equipment Utilization Rate,0.979,0.802,count,Improving,Below Industry Average
KPI01672,2025-08,Counseling,Room Utilization Rate,0.664,0.715,minutes,Stable,At Industry Average
KPI01673,2025-08,Counseling,Staff Productivity Score,0.485,0.734,USD,Improving,Below Industry Average
KPI01674,2025-08,Counseling,Appointment No-Show Rate,0.607,0.704,%,Improving,At Industry Average
KPI01675,2025-08,Counseling,Cost Per Patient,0.756,0.707,USD,Volatile,Above Industry Average
KPI01676,2025-08,Counseling,Revenue Per Patient,0.28,0.745,minutes,Stable,At Industry Average
KPI01677,2025-08,Counseling,Treatment Success Rate,0.544,0.894,minutes,Volatile,Above Industry Average
KPI01678,2025-08,Counseling,Patient Throughput,0.496,0.835,%,Improving,Above Industry Average
KPI01679,2025-08,Counseling,Overtime Hours,0.866,0.702,rate,Stable,Above Industry Average
KPI01680,2025-08,Counseling,Staff Turnover Rate,0.724,0.792,minutes,Improving,Below Industry Average
KPI01681,2025-09,Reproductive Endocrinology,Average Wait Time,0.579,0.933,rate,Improving,Above Industry Average
KPI01682,2025-09,Reproductive Endocrinology,Patient Satisfaction Score,,0.831,%,Volatile,Below Industry Average
KPI01683,2025-09,Reproductive Endocrinology,Equipment Utilization Rate,0.693,0.802,count,Volatile,Above Industry Average
KPI01684,2025-09,Reproductive Endocrinology,Room Utilization Rate,0.853,0.895,%,Volatile,Above Industry Average
KPI01685,2025-09,Reproductive Endocrinology,Staff Productivity Score,0.507,0.808,rate,Stable,Below Industry Average
KPI01686,2025-09,Reproductive Endocrinology,Appointment No-Show Rate,0.534,0.856,rate,Declining,Above Industry Average
KPI01687,2025-09,Reproductive Endocrinology,Cost Per Patient,0.708,0.877,%,Declining,Below Industry Average
KPI01688,2025-09,Reproductive Endocrinology,Revenue Per Patient,0.521,0.909,score,Volatile,Below Industry Average
KPI01689,2025-09,Reproductive Endocrinology,Treatment Success Rate,0.85,0.741,count,Improving,Above Industry Average
KPI01690,2025-09,Reproductive Endocrinology,Patient Throughput,0.765,0.763,USD,Volatile,At Industry Average
KPI01691,2025-09,Reproductive Endocrinology,Overtime Hours,0.603,0.785,rate,Stable,At Industry Average
KPI01692,2025-09,Reproductive Endocrinology,Staff Turnover Rate,0.506,0.819,score,Volatile,Above Industry Average
KPI01693,2025-09,Embryology Lab,Average Wait Time,0.803,0.778,rate,Stable,Above Industry Average
KPI01694,2025-09,Embryology Lab,Patient Satisfaction Score,0.744,0.945,score,Stable,At Industry Average
KPI01695,2025-09,Embryology Lab,Equipment Utilization Rate,0.854,0.826,%,Volatile,Above Industry Average
KPI01696,2025-09,Embryology Lab,Room Utilization Rate,0.654,0.916,USD,Volatile,At Industry Average
KPI01697,2025-09,Embryology Lab,Staff Productivity Score,0.495,0.799,minutes,Stable,At Industry Average
KPI01698,2025-09,Embryology Lab,Appointment No-Show Rate,0.815,0.849,minutes,Stable,Below Industry Average
KPI01699,2025-09,Embryology Lab,Cost Per Patient,0.486,0.867,rate,Stable,At Industry Average
KPI01700,2025-09,Embryology Lab,Revenue Per Patient,0.47,0.856,minutes,Declining,Above Industry Average
KPI01701,2025-09,Embryology Lab,Treatment Success Rate,0.765,0.706,rate,Volatile,Above Industry Average
KPI01702,2025-09,Embryology Lab,Patient Throughput,0.698,0.903,minutes,Volatile,Above Industry Average
KPI01703,2025-09,Embryology Lab,Overtime Hours,0.843,0.824,minutes,Volatile,Above Industry Average
KPI01704,2025-09,Embryology Lab,Staff Turnover Rate,0.589,0.851,rate,Improving,Above Industry Average
KPI01705,2025-09,Andrology,Average Wait Time,0.652,0.877,score,Volatile,Above Industry Average
KPI01706,2025-09,Andrology,Patient Satisfaction Score,0.516,0.774,rate,Declining,Below Industry Average
KPI01707,2025-09,Andrology,Equipment Utilization Rate,,0.707,USD,Stable,Below Industry Average
KPI01708,2025-09,Andrology,Room Utilization Rate,0.694,0.724,USD,Declining,Above Industry Average
KPI01709,2025-09,Andrology,Staff Productivity Score,0.644,0.722,%,Volatile,Above Industry Average
KPI01710,2025-09,Andrology,Appointment No-Show Rate,0.624,0.815,rate,Stable,Below Industry Average
KPI01711,2025-09,Andrology,Cost Per Patient,0.626,0.915,minutes,Volatile,Above Industry Average
KPI01712,2025-09,Andrology,Revenue Per Patient,0.573,0.842,%,Volatile,Above Industry Average
KPI01713,2025-09,Andrology,Treatment Success Rate,0.511,0.924,rate,Improving,At Industry Average
KPI01714,2025-09,Andrology,Patient Throughput,0.72,0.766,count,Improving,Above Industry Average
KPI01715,2025-09,Andrology,Overtime Hours,0.735,0.829,score,Declining,Below Industry Average
KPI01716,2025-09,Andrology,Staff Turnover Rate,0.249,0.928,count,Declining,Below Industry Average
KPI01717,2025-09,Nursing,Average Wait Time,0.77,0.932,score,Volatile,Below Industry Average
KPI01718,2025-09,Nursing,Patient Satisfaction Score,0.853,0.748,minutes,Declining,Below Industry Average
KPI01719,2025-09,Nursing,Equipment Utilization Rate,0.802,0.86,count,Declining,At Industry Average
KPI01720,2025-09,Nursing,Room Utilization Rate,0.588,0.718,score,Volatile,Above Industry Average
KPI01721,2025-09,Nursing,Staff Productivity Score,0.71,0.921,USD,Volatile,Below Industry Average
KPI01722,2025-09,Nursing,Appointment No-Show Rate,0.732,0.806,score,Stable,Below Industry Average
KPI01723,2025-09,Nursing,Cost Per Patient,0.76,0.714,minutes,Stable,Below Industry Average
KPI01724,2025-09,Nursing,Revenue Per Patient,0.531,0.848,count,Volatile,Below Industry Average
KPI01725,2025-09,Nursing,Treatment Success Rate,0.606,0.817,score,Volatile,At Industry Average
KPI01726,2025-09,Nursing,Patient Throughput,0.755,0.894,%,Volatile,Above Industry Average
KPI01727,2025-09,Nursing,Overtime Hours,0.772,0.889,count,Volatile,At Industry Average
KPI01728,2025-09,Nursing,Staff Turnover Rate,0.651,0.779,USD,Volatile,At Industry Average
KPI01729,2025-09,Ultrasound,Average Wait Time,0.31,0.704,score,Declining,Below Industry Average
KPI01730,2025-09,Ultrasound,Patient Satisfaction Score,0.74,0.757,minutes,Declining,At Industry Average
KPI01731,2025-09,Ultrasound,Equipment Utilization Rate,0.847,0.905,count,Declining,At Industry Average
KPI01732,2025-09,Ultrasound,Room Utilization Rate,0.624,0.821,%,Improving,Below Industry Average
KPI01733,2025-09,Ultrasound,Staff Productivity Score,0.277,0.833,count,Declining,At Industry Average
KPI01734,2025-09,Ultrasound,Appointment No-Show Rate,0.462,0.799,score,Improving,Below Industry Average
KPI01735,2025-09,Ultrasound,Cost Per Patient,0.686,0.871,%,Stable,Above Industry Average
KPI01736,2025-09,Ultrasound,Revenue Per Patient,0.692,0.816,score,Declining,Below Industry Average
KPI01737,2025-09,Ultrasound,Treatment Success Rate,1.139,0.771,%,Stable,At Industry Average
KPI01738,2025-09,Ultrasound,Patient Throughput,0.493,0.831,count,Improving,Below Industry Average
KPI01739,2025-09,Ultrasound,Overtime Hours,0.215,0.723,USD,Improving,Above Industry Average
KPI01740,2025-09,Ultrasound,Staff Turnover Rate,0.57,0.943,minutes,Volatile,Below Industry Average
KPI01741,2025-09,Surgery,Average Wait Time,0.483,0.831,rate,Volatile,Above Industry Average
KPI01742,2025-09,Surgery,Patient Satisfaction Score,0.802,0.879,USD,Stable,Below Industry Average
KPI01743,2025-09,Surgery,Equipment Utilization Rate,0.502,0.802,%,Improving,At Industry Average
KPI01744,2025-09,Surgery,Room Utilization Rate,0.743,0.758,USD,Volatile,Below Industry Average
KPI01745,2025-09,Surgery,Staff Productivity Score,0.487,0.76,rate,Stable,Above Industry Average
KPI01746,2025-09,Surgery,Appointment No-Show Rate,0.519,0.802,minutes,Volatile,At Industry Average
KPI01747,2025-09,Surgery,Cost Per Patient,0.547,0.799,count,Improving,At Industry Average
KPI01748,2025-09,Surgery,Revenue Per Patient,0.815,0.913,count,Declining,At Industry Average
KPI01749,2025-09,Surgery,Treatment Success Rate,0.639,0.821,count,Declining,Above Industry Average
KPI01750,2025-09,Surgery,Patient Throughput,0.662,0.703,score,Improving,Below Industry Average
KPI01751,2025-09,Surgery,Overtime Hours,0.82,0.93,count,Improving,At Industry Average
KPI01752,2025-09,Surgery,Staff Turnover Rate,0.655,0.715,rate,Improving,Below Industry Average
KPI01753,2025-09,Counseling,Average Wait Time,0.759,0.832,minutes,Declining,At Industry Average
KPI01754,2025-09,Counseling,Patient Satisfaction Score,0.524,0.816,rate,Declining,Above Industry Average
KPI01755,2025-09,Counseling,Equipment Utilization Rate,0.488,0.847,score,Stable,Below Industry Average
KPI01756,2025-09,Counseling,Room Utilization Rate,0.239,0.892,rate,Improving,Below Industry Average
KPI01757,2025-09,Counseling,Staff Productivity Score,0.489,0.802,USD,Improving,Above Industry Average
KPI01758,2025-09,Counseling,Appointment No-Show Rate,0.607,0.785,USD,Declining,Above Industry Average
KPI01759,2025-09,Counseling,Cost Per Patient,0.503,0.821,count,Volatile,At Industry Average
KPI01760,2025-09,Counseling,Revenue Per Patient,0.655,0.879,rate,Volatile,At Industry Average
KPI01761,2025-09,Counseling,Treatment Success Rate,0.779,0.775,%,Volatile,Below Industry Average
KPI01762,2025-09,Counseling,Patient Throughput,0.57,0.895,%,Declining,Below Industry Average
KPI01763,2025-09,Counseling,Overtime Hours,0.807,0.934,score,Volatile,At Industry Average
KPI01764,2025-09,Counseling,Staff Turnover Rate,0.755,0.752,score,Improving,At Industry Average
KPI01765,2025-10,Reproductive Endocrinology,Average Wait Time,0.86,0.728,count,Volatile,At Industry Average
KPI01766,2025-10,Reproductive Endocrinology,Patient Satisfaction Score,0.704,0.703,rate,Declining,Below Industry Average
KPI01767,2025-10,Reproductive Endocrinology,Equipment Utilization Rate,0.822,0.762,minutes,Declining,Below Industry Average
KPI01768,2025-10,Reproductive Endocrinology,Room Utilization Rate,0.64,0.942,count,Stable,Above Industry Average
KPI01769,2025-10,Reproductive Endocrinology,Staff Productivity Score,0.772,0.932,count,Declining,At Industry Average
KPI01770,2025-10,Reproductive Endocrinology,Appointment No-Show Rate,0.703,0.747,%,Stable,At Industry Average
KPI01771,2025-10,Reproductive Endocrinology,Cost Per Patient,0.847,0.946,rate,Improving,Below Industry Average
KPI01772,2025-10,Reproductive Endocrinology,Revenue Per Patient,0.499,0.83,count,Improving,At Industry Average
KPI01773,2025-10,Reproductive Endocrinology,Treatment Success Rate,0.689,0.938,USD,Declining,Above Industry Average
KPI01774,2025-10,Reproductive Endocrinology,Patient Throughput,1.025,0.727,rate,Volatile,At Industry Average
KPI01775,2025-10,Reproductive Endocrinology,Overtime Hours,0.778,0.732,rate,Improving,Above Industry Average
KPI01776,2025-10,Reproductive Endocrinology,Staff Turnover Rate,0.253,0.939,%,Declining,Above Industry Average
KPI01777,2025-10,Embryology Lab,Average Wait Time,0.46,0.842,minutes,Volatile,At Industry Average
KPI01778,2025-10,Embryology Lab,Patient Satisfaction Score,0.639,0.736,minutes,Improving,At Industry Average
KPI01779,2025-10,Embryology Lab,Equipment Utilization Rate,0.768,0.829,count,Volatile,At Industry Average
KPI01780,2025-10,Embryology Lab,Room Utilization Rate,0.618,0.862,USD,Improving,Above Industry Average
KPI01781,2025-10,Embryology Lab,Staff Productivity Score,0.557,0.734,count,Improving,At Industry Average
KPI01782,2025-10,Embryology Lab,Appointment No-Show Rate,0.643,0.785,count,Stable,Above Industry Average
KPI01783,2025-10,Embryology Lab,Cost Per Patient,0.591,0.901,score,Volatile,Below Industry Average
KPI01784,2025-10,Embryology Lab,Revenue Per Patient,1.475,0.803,%,Declining,Below Industry Average
KPI01785,2025-10,Embryology Lab,Treatment Success Rate,0.457,0.703,USD,Stable,Above Industry Average
KPI01786,2025-10,Embryology Lab,Patient Throughput,0.759,0.719,count,Stable,At Industry Average
KPI01787,2025-10,Embryology Lab,Overtime Hours,0.473,0.777,%,Volatile,Above Industry Average
KPI01788,2025-10,Embryology Lab,Staff Turnover Rate,0.533,0.86,minutes,Declining,At Industry Average
KPI01789,2025-10,Andrology,Average Wait Time,0.661,0.796,%,Declining,Below Industry Average
KPI01790,2025-10,Andrology,Patient Satisfaction Score,0.469,0.939,score,Declining,At Industry Average
KPI01791,2025-10,Andrology,Equipment Utilization Rate,0.598,0.801,count,Declining,At Industry Average
KPI01792,2025-10,Andrology,Room Utilization Rate,0.475,0.842,USD,Stable,Below Industry Average
KPI01793,2025-10,Andrology,Staff Productivity Score,0.469,0.727,score,Declining,Below Industry Average
KPI01794,2025-10,Andrology,Appointment No-Show Rate,1.311,0.892,%,Improving,Below Industry Average
KPI01795,2025-10,Andrology,Cost Per Patient,0.552,0.774,minutes,Volatile,Below Industry Average
KPI01796,2025-10,Andrology,Revenue Per Patient,0.58,0.915,USD,Declining,At Industry Average
KPI01797,2025-10,Andrology,Treatment Success Rate,0.777,0.808,%,Declining,Above Industry Average
KPI01798,2025-10,Andrology,Patient Throughput,0.593,0.949,score,Volatile,Above Industry Average
KPI01799,2025-10,Andrology,Overtime Hours,0.694,0.764,count,Volatile,Below Industry Average
KPI01800,2025-10,Andrology,Staff Turnover Rate,0.584,0.847,%,Stable,Above Industry Average
KPI01801,2025-10,Nursing,Average Wait Time,0.847,0.898,minutes,Declining,Above Industry Average
KPI01802,2025-10,Nursing,Patient Satisfaction Score,0.757,0.725,minutes,Volatile,At Industry Average
KPI01803,2025-10,Nursing,Equipment Utilization Rate,0.557,0.831,rate,Improving,Below Industry Average
KPI01804,2025-10,Nursing,Room Utilization Rate,0.74,0.903,USD,Declining,At Industry Average
KPI01805,2025-10,Nursing,Staff Productivity Score,0.65,0.912,minutes,Volatile,Below Industry Average
KPI01806,2025-10,Nursing,Appointment No-Show Rate,0.78,0.843,USD,Volatile,Below Industry Average
KPI01807,2025-10,Nursing,Cost Per Patient,0.535,0.845,%,Stable,At Industry Average
KPI01808,2025-10,Nursing,Revenue Per Patient,0.648,0.753,score,Stable,Below Industry Average
KPI01809,2025-10,Nursing,Treatment Success Rate,,0.821,score,Declining,At Industry Average
KPI01810,2025-10,Nursing,Patient Throughput,1.377,0.877,score,Volatile,Above Industry Average
KPI01811,2025-10,Nursing,Overtime Hours,0.578,0.879,count,Declining,Above Industry Average
KPI01812,2025-10,Nursing,Staff Turnover Rate,0.594,0.767,USD,Improving,At Industry Average
KPI01813,2025-10,Ultrasound,Average Wait Time,0.839,0.744,rate,Improving,Below Industry Average
KPI01814,2025-10,Ultrasound,Patient Satisfaction Score,0.678,0.876,rate,Improving,Below Industry Average
KPI01815,2025-10,Ultrasound,Equipment Utilization Rate,0.854,0.798,rate,Stable,Below Industry Average
KPI01816,2025-10,Ultrasound,Room Utilization Rate,0.722,0.758,rate,Improving,Below Industry Average
KPI01817,2025-10,Ultrasound,Staff Productivity Score,0.624,0.799,%,Declining,At Industry Average
KPI01818,2025-10,Ultrasound,Appointment No-Show Rate,0.695,0.734,USD,Improving,Below Industry Average
KPI01819,2025-10,Ultrasound,Cost Per Patient,1.151,0.822,score,Declining,Below Industry Average
KPI01820,2025-10,Ultrasound,Revenue Per Patient,0.571,0.903,rate,Declining,At Industry Average
KPI01821,2025-10,Ultrasound,Treatment Success Rate,0.828,0.93,rate,Stable,Above Industry Average
KPI01822,2025-10,Ultrasound,Patient Throughput,0.532,0.916,count,Improving,At Industry Average
KPI01823,2025-10,Ultrasound,Overtime Hours,0.5,0.763,rate,Stable,Below Industry Average
KPI01824,2025-10,Ultrasound,Staff Turnover Rate,0.525,0.734,%,Volatile,Below Industry Average
KPI01825,2025-10,Surgery,Average Wait Time,0.579,0.942,rate,Stable,At Industry Average
KPI01826,2025-10,Surgery,Patient Satisfaction Score,0.478,0.822,minutes,Volatile,Below Industry Average
KPI01827,2025-10,Surgery,Equipment Utilization Rate,0.859,0.902,count,Volatile,At Industry Average
KPI01828,2025-10,Surgery,Room Utilization Rate,0.744,0.873,minutes,Improving,At Industry Average
KPI01829,2025-10,Surgery,Staff Productivity Score,0.51,0.909,USD,Stable,Below Industry Average
KPI01830,2025-10,Surgery,Appointment No-Show Rate,0.537,0.834,score,Volatile,Above Industry Average
KPI01831,2025-10,Surgery,Cost Per Patient,0.555,0.92,USD,Declining,Above Industry Average
KPI01832,2025-10,Surgery,Revenue Per Patient,0.509,0.801,count,Improving,At Industry Average
KPI01833,2025-10,Surgery,Treatment Success Rate,0.69,0.766,rate,Declining,Below Industry Average
KPI01834,2025-10,Surgery,Patient Throughput,0.452,0.812,count,Volatile,Above Industry Average
KPI01835,2025-10,Surgery,Overtime Hours,0.645,0.813,score,Stable,Below Industry Average
KPI01836,2025-10,Surgery,Staff Turnover Rate,0.821,0.915,minutes,Declining,Below Industry Average
KPI01837,2025-10,Counseling,Average Wait Time,0.863,0.766,%,Volatile,Below Industry Average
KPI01838,2025-10,Counseling,Patient Satisfaction Score,0.355,0.804,%,Stable,Above Industry Average
KPI01839,2025-10,Counseling,Equipment Utilization Rate,0.707,0.802,USD,Stable,Below Industry Average
